IDText,Text,clean_text,processed_text,text_length,predicted_label
TXT0485,Pasangan Duet Capres Cawapres Ganjar Pranowo  dan Prof Mahfud MD lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk Indonesia!JN18A #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/9dLOZRx5CO,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajna    ,pasangan duet capres cawapres ganjar pranowo prof mahfud md fokus bikin regulasi hukum gak bikin investor mikir kali masuk indonesiajna,135,Politik
TXT0486,"saran dari aku yang mulai condong mendukung anies kepada para pendukung anies lainnya.

berhenti annoying dengan bertindak defensif berlebihan. anies baswedan mengutamakan kebebasan berpendapat, jadi hormati saja pendapat orang lain. kalau ada hoax, tanggapi dengan santai dan jangan marah-marah. sebagai pendukung, berikanlah cerminan orang yang kalian dukung.

kenapa ini harus dilakukan?
karena pendukung kubu sebelah suka menggoreng pendukung anies yang tak mencerminkan kebebasan berpendapat, sumbu pendek, dan gampang marah. 

jadi, jangan mau dimanfaatkan.

buktikan kalau pendukung anies adalah pendukung yang elegan. elegan, ya, bukan eksklusif yang merasa seolah-olah pilihan kita paling benar dan kita adalah manusia paling berwawasan. tetap rendah hati dan terima perbedaan; sejauh apapun bedanya. [RE dayatpiliang]","saran dari aku yang mulai condong mendukung anies kepada para pendukung anies lainnya

berhenti annoying dengan bertindak defensif berlebihan anies baswedan mengutamakan kebebasan berpendapat jadi hormati saja pendapat orang lain kalau ada hoax tanggapi dengan santai dan jangan marahmarah sebagai pendukung berikanlah cerminan orang yang kalian dukung

kenapa ini harus dilakukan
karena pendukung kubu sebelah suka menggoreng pendukung anies yang tak mencerminkan kebebasan berpendapat sumbu pendek dan gampang marah 

jadi jangan mau dimanfaatkan

buktikan kalau pendukung anies adalah pendukung yang elegan elegan ya bukan eksklusif yang merasa seolaholah pilihan kita paling benar dan kita adalah manusia paling berwawasan tetap rendah hati dan terima perbedaan sejauh apapun bedanya ",saran condong mendukung anies pendukung anies berhenti annoying bertindak defensif anies baswedan mengutamakan kebebasan berpendapat hormati pendapat orang hoax tanggapi santai marahmarah pendukung berikanlah cerminan orang dukung pendukung kubu sebelah suka menggoreng pendukung anies mencerminkan kebebasan berpendapat sumbu pendek gampang marah dimanfaatkan buktikan pendukung anies pendukung elegan elegan ya eksklusif seolaholah pilihan manusia berwawasan rendah hati terima perbedaan apapun bedanya,504,Politik
TXT0487,@GeiszChalifah .....itu tugas partai elu @CherylTanzil memperjuangkan nasib mereka yg diperlakukan secara tidak adil...jangan cuma nyalahin gubernur Anies yg sudah selesai masa tugasnya...., itu tugas partai elu  memperjuangkan nasib mereka yg diperlakukan secara tidak adiljangan cuma nyalahin gubernur anies yg sudah selesai masa tugasnya,tugas partai elu memperjuangkan nasib yg diperlakukan adiljangan nyalahin gubernur anies yg selesai tugasnya,108,Politik
TXT0488,"ÃƒÂ°Ã‚Å¸Ã‚Å¡Ã‚â€°  Kesejahteraan Indonesia di masa mendatang , Pilih Ganjar Pranowo dan Mahfud MDÃƒâ€šÃ‚Â  Ãƒâ€šÃ‚Â  PilihanUmat JNK TemanGanjar Kampanye Pilpres2024 AtikohIbuNegaraÃƒâ€šÃ‚Â 

 Ganjar Mahfud Hebat #Coblos3 #3GM #nazarpemilu #GanjarMahfudM3nangDebat https://t.co/N4z5G9tZ1f","  kesejahteraan indonesia di masa mendatang  pilih ganjar pranowo dan mahfud md    pilihanumat jnk temanganjar kampanye pilpres atikohibunegara 

 ganjar mahfud hebat     ",kesejahteraan indonesia pilih ganjar pranowo mahfud md pilihanumat jnk temanganjar kampanye pilpres atikohibunegara ganjar mahfud hebat,135,Politik
TXT0489,Aksi nyata. Pasangan Capres Cawapres Ganjar Pranowo Mahfud MD perjuangkan kredit 35% untuk koprasi dan UMKM. Mari bersama sukseskan bisnis lokal. NCT WISH #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/0IkJ6j1Rwj,aksi nyata pasangan capres cawapres ganjar pranowo mahfud md perjuangkan kredit  untuk koprasi dan umkm mari bersama sukseskan bisnis lokal nct wish    ,aksi nyata pasangan capres cawapres ganjar pranowo mahfud md perjuangkan kredit koprasi umkm mari sukseskan bisnis lokal nct wish,129,Politik
TXT0490,"Kampanye di Kendari, Anies Tidak Ingin Rakyat Diperas Jadi Buruh Murah di Perusahaan Asing https://t.co/dtBycEYHXd [RE OposisiCerdas]",kampanye di kendari anies tidak ingin rakyat diperas jadi buruh murah di perusahaan asing  ,kampanye kendari anies rakyat diperas buruh murah perusahaan asing,66,Politik
TXT0491,"Anggota DPRD dari PSI bilang Pak Anies gk kerja sama sekali, Langsung di skakmat staff Gubernurnya Pak Anies. https://t.co/S0E08g1H87 [RE RelawanPRIDE]",anggota dprd dari psi bilang pak anies gk kerja sama sekali langsung di skakmat staff gubernurnya pak anies  ,anggota dprd psi bilang anies gk kerja langsung skakmat staff gubernurnya anies,79,Politik
TXT0492,"Peningkatan anggaran riset dan inovasi menjadi 1% dari PDB pada tahun 2029 akan menjadikan Ganjar-Mahfud sebagai pilihan yang tepat. @Shikuzakatomo Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/3nUVRVHGWL","peningkatan anggaran riset dan inovasi menjadi  dari pdb pada tahun  akan menjadikan ganjarmahfud sebagai pilihan yang tepat  happy new year 
 ",peningkatan anggaran riset inovasi pdb menjadikan ganjarmahfud pilihan happy new year,85,Politik
TXT0493,"Kenapa waktu jaman pak Anies, beliau nggak pernah ngeluh anggaran Jakarta tidak cukup?

Padahal waktu itu COVID 19 melanda ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚â€

Inilah kehebatan pak Anies, pengelolaan anggarannya berarti pas ÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚ÂÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Å  https://t.co/oyJOAoTJPa [RE Mdy_Asmara1701]","kenapa waktu jaman pak anies beliau nggak pernah ngeluh anggaran jakarta tidak cukup

padahal waktu itu covid  melanda 

inilah kehebatan pak anies pengelolaan anggarannya berarti pas   ",jaman anies beliau nggak ngeluh anggaran jakarta covid melanda kehebatan anies pengelolaan anggarannya pas,106,Politik
TXT0494,"Ganjar di sini paling keren dan memahami sih sob. Kongkrit dan terukur.

Pertanyaan 6. Globalisasi. Strategi promosi budaya populer nusantara untuk pertumbuhan ekonomi

ABW
Alokasi SD yang cukup di kebudayaan. Dipandang sbg investasi. Kuliner, Seni, Film tumbuh dan dibawa global","ganjar di sini paling keren dan memahami sih sob kongkrit dan terukur

pertanyaan  globalisasi strategi promosi budaya populer nusantara untuk pertumbuhan ekonomi

abw
alokasi sd yang cukup di kebudayaan dipandang sbg investasi kuliner seni film tumbuh dan dibawa global",ganjar keren memahami sih sob kongkrit terukur globalisasi strategi promosi budaya populer nusantara pertumbuhan ekonomi abw alokasi sd kebudayaan dipandang sbg investasi kuliner seni film tumbuh dibawa global,209,Politik
TXT0495,"@zarryhendrik Padahal pertanyaan2 Anies bisa dijawab dengan mudah oleh prabowo karena dia yg pegang menhan 4 tahun ini. 
Disinggung kesejahteraan TNI malah plonga plongo. Disenggol food estate pundung.

Emang kosong! Silakan lanjut cebokin Zar"," padahal pertanyaan anies bisa dijawab dengan mudah oleh prabowo karena dia yg pegang menhan  tahun ini 
disinggung kesejahteraan tni malah plonga plongo disenggol food estate pundung

emang kosong silakan lanjut cebokin zar",anies mudah prabowo yg pegang menhan disinggung kesejahteraan tni plonga plongo disenggol food estate pundung emang kosong silakan cebokin zar,142,Politik
TXT0496,"Kawasan Ekonomi Khusus bakal jadi kekuatan baru, terutama buat investasi, Ganjar Mahfud mantap! @leongleong07 Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/GFZyyG7gCQ","kawasan ekonomi khusus bakal jadi kekuatan baru terutama buat investasi ganjar mahfud mantap  happy new year 
 ",kawasan ekonomi khusus kekuatan investasi ganjar mahfud mantap happy new year,77,Politik
TXT0497,"Capres nomor urut 02 Prabowo Subianto yakin banget kalo ningkatin kualitas hidup para penyelenggara negara bisa neken kasus korupsi di Indonesia. Omongan ini belio sampein di acara Paku Integritas di Kantor KPK, semalem, Rabu (17/1). https://t.co/GE8GORNbeV #CNNIndonesia https://t.co/GjK7fB8u9N [RE CNNIndonesia]",capres nomor urut  prabowo subianto yakin banget kalo ningkatin kualitas hidup para penyelenggara negara bisa neken kasus korupsi di indonesia omongan ini belio sampein di acara paku integritas di kantor kpk semalem rabu     ,capres nomor urut prabowo subianto banget kalo ningkatin kualitas hidup penyelenggara negara neken korupsi indonesia omongan belio sampein acara paku integritas kantor kpk semalem rabu,184,Politik
TXT0498,"@KonohaTami28877 @Budi83236750515 @Lisaamartatara6 @prabowo Fakta korupsinya sudah didapat belum
Kan gw reply karena gw pingin tau kalo emang ada buktinya","    fakta korupsinya sudah didapat belum
kan gw reply karena gw pingin tau kalo emang ada buktinya",fakta korupsinya gw reply gw pingin tau kalo emang buktinya,59,Politik
TXT0499,"Sekretaris Dewan Pakar Timnas AMIN, Wijayanto Samirin sebut Anies-Muhaimin akan menghapus PPH untuk kelompok tertentu agar pajak menjadi stimulus pergerakan ekonomi. https://t.co/NvWu40fW2L [RE kumparan]",sekretaris dewan pakar timnas amin wijayanto samirin sebut aniesmuhaimin akan menghapus pph untuk kelompok tertentu agar pajak menjadi stimulus pergerakan ekonomi  ,sekretaris dewan pakar timnas amin wijayanto samirin aniesmuhaimin menghapus pph kelompok pajak stimulus pergerakan ekonomi,123,Ekonomi
TXT0500,"@ganjarpranowo @mohmahfudmd Terima kasih Ganjar, karena responsif dan proaktif dalam mengatasi permasalahan masyarakat, menciptakan kesejahteraan bersama.",  terima kasih ganjar karena responsif dan proaktif dalam mengatasi permasalahan masyarakat menciptakan kesejahteraan bersama,terima kasih ganjar responsif proaktif mengatasi permasalahan masyarakat menciptakan kesejahteraan,98,Politik
TXT0501,"Pemimpin berintegritas, Ganjar Pranowo Prof Mahfud memastikan pemerintahannya bebas korupsi. Menciptakan lingkungan yang bersih dari praktik-praktik yang merugikan rakyat.JNK18E1. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/r9W3oYpH0e",pemimpin berintegritas ganjar pranowo prof mahfud memastikan pemerintahannya bebas korupsi menciptakan lingkungan yang bersih dari praktikpraktik yang merugikan rakyatjnke    ,pemimpin berintegritas ganjar pranowo prof mahfud pemerintahannya bebas korupsi menciptakan lingkungan bersih praktikpraktik merugikan rakyatjnke,145,Politik
TXT0502,"Ganjar-Mahfud, mari jadikan olahraga sebagai sarana untuk mempererat persatuan. @sibas_ilham Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/gQd2LiugHX","ganjarmahfud mari jadikan olahraga sebagai sarana untuk mempererat persatuan  happy new year 
 ",ganjarmahfud mari jadikan olahraga sarana mempererat persatuan happy new year,77,Politik
TXT0503,"@Resty_J_Cayah @prabowo @Gerindra @andre_rosiade Debat pertama Pak Prabowo sudah menyatakan, kalau dia jadi pemimpin adalah untuk memajukan bisnis nya, kalau tidak jadi pemimpin bisnisnya akan mandek ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â£ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â£  benar mau dipilih lagi ?",    debat pertama pak prabowo sudah menyatakan kalau dia jadi pemimpin adalah untuk memajukan bisnis nya kalau tidak jadi pemimpin bisnisnya akan mandek   benar mau dipilih lagi ,debat prabowo pemimpin memajukan bisnis nya pemimpin bisnisnya mandek dipilih,77,Politik
TXT0504,"@ajengcute16__ @jokowi @prabowo Anggaran APBN ini duit rakyat, dipake agenda kampanye dgn tim sukses hadir. Paraaaaahhhhh",   anggaran apbn ini duit rakyat dipake agenda kampanye dgn tim sukses hadir paraaaaahhhhh,anggaran apbn duit rakyat dipake agenda kampanye dgn tim sukses hadir paraaaaahhhhh,83,Politik
TXT0505,"Ganjar-Mahfud akan mempromosikan investasi dalam energi terbarukan. @Pitaz13 
Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/1Sifc8J13i","ganjarmahfud akan mempromosikan investasi dalam energi terbarukan  
happy new year 
 ",ganjarmahfud mempromosikan investasi energi terbarukan happy new year,69,Politik
TXT0506,"@cuitcuap_ MASBowoGBran PASTInya paling paham, bagaimana cara investasi semangat yg bagkitan semangat rakyat utk sejahterain Indonesia kita.

#BanyakYgBalikKe02
KarenaHATI BAIKPakBowo
@prabowo @prabowogibran02 https://t.co/jXb41jQ9JK"," masbowogbran pastinya paling paham bagaimana cara investasi semangat yg bagkitan semangat rakyat utk sejahterain indonesia kita

 baikpakbowo
  ",masbowogbran pastinya paham investasi semangat yg bagkitan semangat rakyat utk sejahterain indonesia baikpakbowo,112,Politik
TXT0507,""" kiki_daliyo  Ganjar Pranowo Pak Ganjar mampu menjaga dan merawat nilai2 pancasila 

 #Mahfud Hebat #MahfudLebihBaik3 #GanjarMahfud2024 #3MandatGanjarMahfud #L3bihbaik Happy New Year"," kikidaliyo  ganjar pranowo pak ganjar mampu menjaga dan merawat nilai pancasila 

  hebat     happy new year",kikidaliyo ganjar pranowo ganjar menjaga merawat nilai pancasila hebat happy new year,85,Politik
TXT0508,Aksi nyata. Pasangan Capres Cawapres Ganjar Pranowo Mahfud MD perjuangkan kredit 35% untuk koprasi dan UMKM. Mari bersama sukseskan bisnis lokal. NCT WISH #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/lhbco9SvCZ,aksi nyata pasangan capres cawapres ganjar pranowo mahfud md perjuangkan kredit  untuk koprasi dan umkm mari bersama sukseskan bisnis lokal nct wish    ,aksi nyata pasangan capres cawapres ganjar pranowo mahfud md perjuangkan kredit koprasi umkm mari sukseskan bisnis lokal nct wish,129,Politik
TXT0509,Analisis Tajam Rocky Gerung Ungkap Kolaborasi Anies-Ganjar Hadapi Kecurangan Jokowi di Pilpres 2024 https://t.co/uckW5hyNfN [RE OposisiCerdas],analisis tajam rocky gerung ungkap kolaborasi aniesganjar hadapi kecurangan jokowi di pilpres   ,analisis tajam rocky gerung kolaborasi aniesganjar hadapi kecurangan jokowi pilpres,83,Politik
TXT0510,"Mantan Pimpinan KPK: Anies Capres Paling Minim Risiko Korupsi
https://t.co/Xc2hSnfKnU [RE geloraco]","mantan pimpinan kpk anies capres paling minim risiko korupsi
 ",mantan pimpinan kpk anies capres minim risiko korupsi,53,Politik
TXT0511,"Ganjar-Mahfud akan memastikan kolaborasi efektif antara pemerintah dan swasta untuk memajukan riset dan inovasi. @SDesfiani Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/8quejgWl53","ganjarmahfud akan memastikan kolaborasi efektif antara pemerintah dan swasta untuk memajukan riset dan inovasi  happy new year 
 ",ganjarmahfud kolaborasi efektif pemerintah swasta memajukan riset inovasi happy new year,88,Politik
TXT0512,"Program Susu Gratis Tuai Kecaman, Prabowo Beberkan Bakal Impor 1,5 Juta Sapi dari India https://t.co/RjEwJqM6hE",program susu gratis tuai kecaman prabowo beberkan bakal impor  juta sapi dari india ,program susu gratis tuai kecaman prabowo beberkan impor juta sapi india,71,Politik
TXT0513,"@Afutami @ganjarpranowo i love how Pak Anies influence other to do positive things. Respect buat Pak Ganjar membuktikan dirinya juga menjunjung tinggi demokrasi.

Kalo kubu sebelah melakukan sgala cara agar menang, doa gue smoga Tuhan yang turun tangan di pemilu kali ini. [RE khairinoona]","  i love how pak anies influence other to do positive things respect buat pak ganjar membuktikan dirinya juga menjunjung tinggi demokrasi

kalo kubu sebelah melakukan sgala cara agar menang doa gue smoga tuhan yang turun tangan di pemilu kali ini ",i love how anies influence other to do positive things respect ganjar membuktikan menjunjung demokrasi kalo kubu sebelah sgala menang doa gue smoga tuhan turun tangan pemilu kali,178,Politik
TXT0514,Ternyata acara desak anies itu sudah di lakukan dari semenjak beliau jadi gubernur DKI..jd fix ya bukan hnya saat pilpres aja. https://t.co/e90gHkiXiN [RE Sylvi4Angraini],ternyata acara desak anies itu sudah di lakukan dari semenjak beliau jadi gubernur dkijd fix ya bukan hnya saat pilpres aja  ,acara desak anies lakukan semenjak beliau gubernur dkijd fix ya hnya pilpres aja,80,Politik
TXT0515,"Baliho Prabowo -Gibran Menutupi Icon ""Selama datang Kota Batam "" coba @bawaslu_RI tolong di Tindak Karena ini Sudah Jelas Pelanggaran karena Memasang Baliho di ICON "" Selamat Datang Kota Batam "" .... https://t.co/hrwIQT3tk3 [RE Yurissa_Samosir]",baliho prabowo gibran menutupi icon selama datang kota batam  coba  tolong di tindak karena ini sudah jelas pelanggaran karena memasang baliho di icon  selamat datang kota batam    ,baliho prabowo gibran menutupi icon kota batam coba tolong tindak pelanggaran memasang baliho icon selamat kota batam,117,Politik
TXT0516,@ganjarpranowo @mohmahfudmd Pak Ganjar menyoroti kesejahteraan guru ngaji karena beliau menyadari bahwa guru ngaji  mengajarkan anak-anak mengaji dengan baik.,  pak ganjar menyoroti kesejahteraan guru ngaji karena beliau menyadari bahwa guru ngaji  mengajarkan anakanak mengaji dengan baik,ganjar menyoroti kesejahteraan guru ngaji beliau menyadari guru ngaji mengajarkan anakanak mengaji,98,Politik
TXT0517,"Calon presiden (capres) nomor urut 1, Anies Baswedan menanggapi tudingan dirinya tendensius saat Debat Pilpres 2024 putaran ketiga, lantaran kerap saling sindir dengan capres nomor urut 2, Prabowo Subianto.

ÃƒÂ¢Ã‚â‚¬Ã‚Å“Di dalam diplomasi internasional, kita harus menunjukan posisi, dan tidak bisa di dalam diplomasi internasional kita sungkan,ÃƒÂ¢Ã‚â‚¬Ã‚Â ujar Anies, di Gorontalo, dikutip Selasa (9/1/2024).

 Capres besutan Koalisi Perubahan ini pun menegaskan bahwa sekali pun kenal akrab dengan seseorang yang memiliki kepentingan, kita tetap berhak untuk menyuarakan pendapat.

Simak berita selengkapnya di https://t.co/wKT9csXbDp
#HardNews_Politik #NewsOne #CariBeritaditvOne #Politik #tvOneTVPemilu #KamiKabarkanAndaPutuskan #MauMemilih #Capres #Cawapres #Pemilu2024 #Pilpres2024 #AniesBaswedan #PrabowoSubianto #DebatCapres2024 [RE tvOneNews]","calon presiden capres nomor urut  anies baswedan menanggapi tudingan dirinya tendensius saat debat pilpres  putaran ketiga lantaran kerap saling sindir dengan capres nomor urut  prabowo subianto

di dalam diplomasi internasional kita harus menunjukan posisi dan tidak bisa di dalam diplomasi internasional kita sungkan ujar anies di gorontalo dikutip selasa 

 capres besutan koalisi perubahan ini pun menegaskan bahwa sekali pun kenal akrab dengan seseorang yang memiliki kepentingan kita tetap berhak untuk menyuarakan pendapat

simak berita selengkapnya di 
              ",calon presiden capres nomor urut anies baswedan menanggapi tudingan tendensius debat pilpres putaran ketiga lantaran kerap sindir capres nomor urut prabowo subianto diplomasi internasional menunjukan posisi diplomasi internasional sungkan anies gorontalo dikutip selasa capres besutan koalisi perubahan kenal akrab memiliki kepentingan berhak menyuarakan pendapat simak berita selengkapnya,389,Politik
