text,label,clean_text,processed_text,text_length
@lNcY1E1QnCAExJpHENAHC4dSTOuz4BTl2roFFiocBnE= Trimakasih orang baik...mungkin kekawatiran itu msh ada..tp yakinlah...anies boleh di dukung siapa saja...tp dia punya komitmen kesetaraan yg bisa di rasakan selama 5 tahun..tuntas selesaikan amanah...tidak ti,Politik, trimakasih orang baikmungkin kekawatiran itu msh adatp yakinlahanies boleh di dukung siapa sajatp dia punya komitmen kesetaraan yg bisa di rasakan selama  tahuntuntas selesaikan amanahtidak ti,trimakasih orang baikmungkin kekawatiran msh adatp yakinlahanies dukung sajatp komitmen kesetaraan yg rasakan tahuntuntas selesaikan amanahtidak ti,147
RT Silakan simak baik-baik soal fenomena anak muda dukung abah Anies.. Menurut salah satu penggagas event cupsleeve Humanies sosok abah Anies benar-benar bisa mengubah pandangan anak muda dalam politik.. Keren dan cerdas! ÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚ÂÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Å  https://t.co/zliwv5zhPb [RE Mdy_Asmara1701],Politik,rt silakan simak baikbaik soal fenomena anak muda dukung abah anies menurut salah satu penggagas event cupsleeve humanies sosok abah anies benarbenar bisa mengubah pandangan anak muda dalam politik keren dan cerdas   ,rt silakan simak baikbaik fenomena anak muda dukung abah anies salah penggagas event cupsleeve humanies sosok abah anies benarbenar mengubah pandangan anak muda politik keren cerdas,181
@Tn5bUARbJELBIXeE/ODOXZPyClWHLSyJQOy94fZkp8g= Sosok Prabowo yang peduli terhadap nasib TKW di Malaysia menunjukkan kepemimpinan yang berpihak pada rakyat. #02UntukMelanjutkan BuktiNyata TiadaHenti,Sosial Budaya, sosok prabowo yang peduli terhadap nasib tkw di malaysia menunjukkan kepemimpinan yang berpihak pada rakyat  buktinyata tiadahenti,sosok prabowo peduli nasib tkw malaysia kepemimpinan berpihak rakyat buktinyata tiadahenti,90
"Satu kata: hebat. Ganjar Pranowo Mahfud MD siapkan langkah besar, 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/FHs9ZYlyHS",Ekonomi,satu kata hebat ganjar pranowo mahfud md siapkan langkah besar  kredit perbankan untuk koperasi dan umkm sukses selalu   ,hebat ganjar pranowo mahfud md siapkan langkah kredit perbankan koperasi umkm sukses,84
"RT Prabowo prescon ""saya bangga tadi mas Gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi"" TADI DEBATNYA TENTANG LINGKUNGAN HIDUP, ENERGI, AGRARIA, PANGAN DAN DESA PAK BUKAN EKONOMI ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Â­ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Â­ [RE chocolatyaa]",Ekonomi,rt prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan dan desa pak bukan ekonomi  ,rt prabowo prescon bangga mas gibran kapasitasnya pengetahuannya bidang ekonomi debatnya lingkungan hidup energi agraria pangan desa ekonomi,140
@RsgKnqcsEv0IW2MaaC1TNrgtsSSKNjs0d0L5qEajYJo= @ISMEUj6JDnhppGqX1Oj+p0N620flzVXgahAeOp49p+k= Ganjar Presiden Rakyat sangat peduli dengan rakyat nyaaa,Ideologi,  ganjar presiden rakyat sangat peduli dengan rakyat nyaaa,ganjar presiden rakyat peduli rakyat nyaaa,42
RT Sedih ga kalian dukung Prabowo setelah nonton dialog Kadin? Jauh amat kualitas nya dr Ganjar dan Anies kmrn... Di depan praktisi dia bingung jawab ga tau mau dibawa kemana negeri ini.. [RE leksa],Politik,rt sedih ga kalian dukung prabowo setelah nonton dialog kadin jauh amat kualitas nya dr ganjar dan anies kmrn di depan praktisi dia bingung jawab ga tau mau dibawa kemana negeri ini ,rt sedih ga dukung prabowo nonton dialog kadin kualitas nya dr ganjar anies kmrn praktisi bingung ga tau dibawa kemana negeri,125
"@IGbzGaY0dXooAWxpEzOSovmR4jpfpN5DZXRA0sNoJx0= Ayo pilih pemimpin yang menghargai etika dan sopan santun, agar kita dapat memiliki pemimpin yang menjadi teladan bagi masyarakat seperti ganjar mahfud",Politik, ayo pilih pemimpin yang menghargai etika dan sopan santun agar kita dapat memiliki pemimpin yang menjadi teladan bagi masyarakat seperti ganjar mahfud,ayo pilih pemimpin menghargai etika sopan santun memiliki pemimpin teladan masyarakat ganjar mahfud,99
"RT Calon presiden (capres) nomor urut 02 Prabowo Subianto ditantang para aktivis mahasiswa dari berbagai kampus di Jakarta, yang tergabung dalam Mahasiswa Jakarta Bergerak. Para aktivis mahasiswa ini mengajak Prabowo Subianto dan Tim Kampanye Nasional (TKN) Prabowo-Gibran untuk berdialog terkait isu hak asasi manusia (HAM). Simak berita selengkapnya di https://t.co/nfgwD7Fqup #HardNews_Politik #NewsOne #CariBeritaditvOne #PrabowoSubianto #Capres #AktivisHAM #TKNPrabowoGibran #Dialog #Pilpres #Politik #KamiKabarkanAndaPutuskan #MauMemilih #tvOneTVPemilu #NO01 [RE tvOneNews]",Politik,rt calon presiden capres nomor urut  prabowo subianto ditantang para aktivis mahasiswa dari berbagai kampus di jakarta yang tergabung dalam mahasiswa jakarta bergerak para aktivis mahasiswa ini mengajak prabowo subianto dan tim kampanye nasional tkn prabowogibran untuk berdialog terkait isu hak asasi manusia ham simak berita selengkapnya di                ,rt calon presiden capres nomor urut prabowo subianto ditantang aktivis mahasiswa kampus jakarta tergabung mahasiswa jakarta bergerak aktivis mahasiswa mengajak prabowo subianto tim kampanye nasional tkn prabowogibran berdialog terkait isu hak asasi manusia ham simak berita selengkapnya,286
RT Anies ingin gratiskan PBB untuk sekolah dan kampus swasta Keren kan? #AMINAjaDulu ÃƒÂ¢Ã‚ËœÃ‚Â https://t.co/dEEM7qVl82 [RE Boediantar4],Politik,rt anies ingin gratiskan pbb untuk sekolah dan kampus swasta keren kan    ,rt anies gratiskan pbb sekolah kampus swasta keren,50
RT Abah Anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup.. #AMINAjaDulu https://t.co/txIvBhLvn2 [RE ekowboy2],Sosial Budaya,rt abah anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup   ,rt abah anies mengangkat martabat petani menerus menerima bansos penghasilannya,79
Prabowo Siap Serahkan Seluruh Lahan HGU ke Negara https://t.co/cucwG1ggVe,Politik,prabowo siap serahkan seluruh lahan hgu ke negara ,prabowo serahkan lahan hgu negara,33
"Bukan cuma tampilan luarnya, tapi kebijakan Ganjar Pranowo dan Mahfud MD juga keren abis. #Ganjar Pranowo dan Mahfud MDMahfudRebound #Ganjar Pranowo dan Mahfud MDPranowoPilihanUmat #JNK https://t.co/YORYyoeXD7",Ideologi,bukan cuma tampilan luarnya tapi kebijakan ganjar pranowo dan mahfud md juga keren abis  pranowo dan mahfud mdmahfudrebound  pranowo dan mahfud mdpranowopilihanumat  ,tampilan luarnya kebijakan ganjar pranowo mahfud md keren abis pranowo mahfud mdmahfudrebound pranowo mahfud mdpranowopilihanumat,129
"RT Pak Prabowo tersulut emosi ke Pak Anies, jadi selalu mendukung pandangan dan gagasan Pak Ganjar. Untuk sementara analisa kami, Panggung Debat malam ini dikuasai oleh Pak Ganjar Pranowo. Bagaimana menurut kalian Gaes.? #DebatCapres https://t.co/ikeApRPDAS [RE Generasi_MudaNU]",Politik,rt pak prabowo tersulut emosi ke pak anies jadi selalu mendukung pandangan dan gagasan pak ganjar untuk sementara analisa kami panggung debat malam ini dikuasai oleh pak ganjar pranowo bagaimana menurut kalian gaes   ,rt prabowo tersulut emosi anies mendukung pandangan gagasan ganjar analisa panggung debat malam dikuasai ganjar pranowo gaes,124
"Ganjar Pranowo sama Mahfud MD itu kayak duo pahlawan kita, deh! Yuk, rame-rame pake hashtag #JNKBersamaGanjarMahfud buat tunjukin dukungan kita. #JNK https://t.co/ZDwlzGFNZx",Politik,ganjar pranowo sama mahfud md itu kayak duo pahlawan kita deh yuk ramerame pake hashtag  buat tunjukin dukungan kita  ,ganjar pranowo mahfud md kayak duo pahlawan deh yuk ramerame pake hashtag tunjukin dukungan,91
"Program Ganjar Pranowo yakini, ekonomi kita bisa bersinar dari setiap desa..#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/opAR6R44tF",Ekonomi,program ganjar pranowo yakini ekonomi kita bisa bersinar dari setiap desa   ,program ganjar pranowo yakini ekonomi bersinar desa,51
Calon Presiden RI No Urut 3 Ganjar Pranowo menegaskan bahwa Konstitusi atau aturan dasar negara harus dihormati oleh semua warga.#GanjarPranowoPilihanUmat https://t.co/7C9fKDBrqv,Ideologi,calon presiden ri no urut  ganjar pranowo menegaskan bahwa konstitusi atau aturan dasar negara harus dihormati oleh semua warga ,calon presiden ri no urut ganjar pranowo konstitusi aturan dasar negara dihormati warga,87
"Sementara 5,3 persen responden lainnya memilih tidak menjawab atau tidak tahu. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto",Politik,sementara  persen responden lainnya memilih tidak menjawab atau tidak tahu     prabowo subianto,persen responden memilih prabowo subianto,41
RT Berita terbaru.. kepuasan publik Terhadp jokowi turun.. Elektabilitas ganjar- mahfud Tertinggi.. https://t.co/CmkhWYLb3u [RE Gunawan75_],Ideologi,rt berita terbaru kepuasan publik terhadp jokowi turun elektabilitas ganjar mahfud tertinggi  ,rt berita terbaru kepuasan publik terhadp jokowi turun elektabilitas ganjar mahfud tertinggi,92
"@MRibtBsnQsHi4u1D4cgCL4GYc+L4wxH1XigrURAbDV0= Ghufron menerangkan KPK akan mengawal secara serius terkait gagasan isu antikorupsi yang disampaikan tiga capres, Anies Baswedan, Prabowo Subianto dan .",Politik, ghufron menerangkan kpk akan mengawal secara serius terkait gagasan isu antikorupsi yang disampaikan tiga capres anies baswedan prabowo subianto dan ,ghufron menerangkan kpk mengawal serius terkait gagasan isu antikorupsi capres anies baswedan prabowo subianto,110
"RT Elektabilitas Ganjar-Mahfud Melonjak Usai Debat, Buntuti Prabowo-Gibran https://t.co/vavq5NVkwC [RE sinarganjar]",Politik,rt elektabilitas ganjarmahfud melonjak usai debat buntuti prabowogibran  ,rt elektabilitas ganjarmahfud melonjak debat buntuti prabowogibran,66
RT Sabtu Biru Langit Ceria: Ajang Relawan Prabowo-Gibran Satukan Suara - CNN Indonesia https://t.co/5I3YzhoQs5 #MenangSeputaran [RE AzzrielAzaryahu],Politik,rt sabtu biru langit ceria ajang relawan prabowogibran satukan suara  cnn indonesia   ,rt sabtu biru langit ceria ajang relawan prabowogibran satukan suara cnn indonesia,82
RT Momen Capresku jenguk relawan Ganjar-Mahfud yang jadi korban penganiayaan oknum TNI. Korban Slamet Andono bercerita kepada @wi/TznLs3YxRedy0N4t6n7FpkHHVzzUb4fOKRX2o3r0= dirinya diseret dari jalan raya dan dibawa masuk ke markas batalyon 408 kemudian di situ dipukuli 5 oknum TNI. MIRIS! #GanjarMahfud2024 https://t.co/wK9XuBdLBr [RE denni_sauya],Pertahanan dan Keamanan,rt momen capresku jenguk relawan ganjarmahfud yang jadi korban penganiayaan oknum tni korban slamet andono bercerita kepada  dirinya diseret dari jalan raya dan dibawa masuk ke markas batalyon  kemudian di situ dipukuli  oknum tni miris   ,rt momen capresku jenguk relawan ganjarmahfud korban penganiayaan oknum tni korban slamet andono bercerita diseret jalan raya dibawa masuk markas batalyon situ dipukuli oknum tni miris,184
"Ikuti Jejak Anies, Mahfud MD Live Tiktok Bahas Isu Strategis https://t.co/tIHmbeWsjQ",Politik,ikuti jejak anies mahfud md live tiktok bahas isu strategis ,ikuti jejak anies mahfud md live tiktok bahas isu strategis,59
"Terlalu Banyak Lihat Catatan Saat Debat, Cak Imin Disindir Gibran: Cak Imin Terlalu Banyak Dibantu Tom Lembong! Desak Anies | Cebokin | Cak Imin | Greenflation | Han Sohee | Pak Tom | Pagii | Hilirisasi | Morningg | Selasa | Rengasdengklok | RAWR | #HYBEDivestFromZionism https://t.co/eD6n2L0W8F",Politik,terlalu banyak lihat catatan saat debat cak imin disindir gibran cak imin terlalu banyak dibantu tom lembong desak anies  cebokin  cak imin  greenflation  han sohee  pak tom  pagii  hilirisasi  morningg  selasa  rengasdengklok  rawr   ,lihat catatan debat cak imin disindir gibran cak imin dibantu tom lembong desak anies cebokin cak imin greenflation han sohee tom pagii hilirisasi morningg selasa rengasdengklok rawr,182
"Cukup liat track record-nya Ganjar Pranowo dan Mahfud MD, udah yakin banget deh. #Ganjar Pranowo dan Mahfud MDMahfudRebound #Ganjar Pranowo dan Mahfud MDPranowoPilihanUmat #JNK https://t.co/mDXnpd0moG",Politik,cukup liat track recordnya ganjar pranowo dan mahfud md udah yakin banget deh  pranowo dan mahfud mdmahfudrebound  pranowo dan mahfud mdpranowopilihanumat  ,liat track recordnya ganjar pranowo mahfud md udah banget deh pranowo mahfud mdmahfudrebound pranowo mahfud mdpranowopilihanumat,128
"RT Tim Nasional Pemenangan Anies Baswedan-Muhaimin Iskandar (Timnas AMIN) mengatakan gerakan di dunia maya dan media sosial dukungan kepada AMIN merupakan hasil organik karena pihaknya tidak mempunyai uang ketika harus membayar influencer. ""Salah satu sasaran pemilih itu generasi muda dan TikTok menjadi sarana untuk menyampaikan visi dan misi pasangan AMIN. Kami tidak mempunyai duit untuk influencer,"" ujar Wakil Deputi Konten Kreator Timnas AMIN Sonny Muhammad, Jumat (5/1/2024). Simak berita selengkapnya hanya di https://t.co/vnH5bJKAbe #HardNews_Politik #NewsOne #CariBeritaditvOne #AniesBaswedan #MuhaiminIskandar #CakImin #TimnasAMIN #Politik #tvOneTVPemilu #KamiKabarkanAndaPutuskan #MauMemilih #Capres #Cawapres #Pemilu2024 #Pilpres2024 [RE tvOneNews]",Politik,rt tim nasional pemenangan anies baswedanmuhaimin iskandar timnas amin mengatakan gerakan di dunia maya dan media sosial dukungan kepada amin merupakan hasil organik karena pihaknya tidak mempunyai uang ketika harus membayar influencer salah satu sasaran pemilih itu generasi muda dan tiktok menjadi sarana untuk menyampaikan visi dan misi pasangan amin kami tidak mempunyai duit untuk influencer ujar wakil deputi konten kreator timnas amin sonny muhammad jumat  simak berita selengkapnya hanya di                 ,rt tim nasional pemenangan anies baswedanmuhaimin iskandar timnas amin gerakan dunia maya media sosial dukungan amin hasil organik uang membayar influencer salah sasaran pemilih generasi muda tiktok sarana visi misi pasangan amin duit influencer wakil deputi konten kreator timnas amin sonny muhammad jumat simak berita selengkapnya,332
"RT Anies Terapkan Strategi Menyerang Ke Prabowo: Ini Bukan soal Pribadi, Tapi Demi Keselamatan Bangsa! https://t.co/hATcyOQsPx [RE tvOneNews]",Politik,rt anies terapkan strategi menyerang ke prabowo ini bukan soal pribadi tapi demi keselamatan bangsa  ,rt anies terapkan strategi menyerang prabowo pribadi keselamatan bangsa,71
dydyaa2 AgusHamra jokowi Ganjar Pranowo gibran_tweet PKI itu Pria Kumis Item yang bernama WagimanDeep212_ dan kau pasti berkah dunia akhirat bila bersama nya #Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Petani Bangga bertani,Ideologi,dydyaa agushamra jokowi ganjar pranowo gibrantweet pki itu pria kumis item yang bernama wagimandeep dan kau pasti berkah dunia akhirat bila bersama nya  hebat    petani bangga bertani,dydyaa agushamra jokowi ganjar pranowo gibrantweet pki pria kumis item bernama wagimandeep kau berkah dunia akhirat nya hebat petani bangga bertani,147
RT Rekam Jejak Anies Baswedan Pak Anies Baswedan paling banyak mengeluarkan izin bangunan untuk tempat ibadah dalam sejarah Jakarta #AMINAjaDulu #AniesMuhaimin2024 https://t.co/5EK9FAY1kP [RE Mdy_Asmara1701],Politik,rt rekam jejak anies baswedan pak anies baswedan paling banyak mengeluarkan izin bangunan untuk tempat ibadah dalam sejarah jakarta    ,rt rekam jejak anies baswedan anies baswedan mengeluarkan izin bangunan ibadah sejarah jakarta,94
RT Kita 10 tahun belakangan ini terbiasa punya Presiden yang tidak bisa menjelaskan sesuatu secara runut. Adanya Pak Anies ini seperti angin segar buat perubahan. Sehat terus Pak @xQKT9aHJTRYGkLrV+Wp13HdBw4NBFWpQJCo5HkLSJYI= [RE demiara],Politik,rt kita  tahun belakangan ini terbiasa punya presiden yang tidak bisa menjelaskan sesuatu secara runut adanya pak anies ini seperti angin segar buat perubahan sehat terus pak  ,rt terbiasa presiden runut anies angin segar perubahan sehat,60
RT Bulan januari ini serangan dari kubu @iEqie2MhaVIc9CxH20YsVl+tNzewDJLhJtYh2Uvc/Y0= dkk akan semakin sengit termasuk doxxing akun akun sosmed Kita berharap cepu di grup login tertutup membagikan informasi kepada kita agar kita bisa counter serangan mereka Jangan biarkan 02 berkuasa !! Asal Bukan Prabowo [RE partaimedsos45],Pertahanan dan Keamanan,rt bulan januari ini serangan dari kubu  dkk akan semakin sengit termasuk doxxing akun akun sosmed kita berharap cepu di grup login tertutup membagikan informasi kepada kita agar kita bisa counter serangan mereka jangan biarkan  berkuasa  asal bukan prabowo ,rt januari serangan kubu dkk sengit doxxing akun akun sosmed berharap cepu grup login tertutup membagikan informasi counter serangan biarkan berkuasa prabowo,157
"@XoGFgYkSC9ztGlyVKbr/vrrVzyqhWd/H/F65xf2uf2A= Wakil Ketua Dewan Pakar TKN, Sudjatmiko, cerita tentang langkah besar Prabowo - Gibran di bidang pertanian desa. dekade08",Sumber Daya Alam, wakil ketua dewan pakar tkn sudjatmiko cerita tentang langkah besar prabowo  gibran di bidang pertanian desa dekade,wakil ketua dewan pakar tkn sudjatmiko cerita langkah prabowo gibran bidang pertanian desa dekade,97
"RT YTH pak @O/R2uiItzdsbsABlBx7+df7aNxDXboMSHMBNyh81SUc= Ramai berita menyoroti tentang kekurangan rumah bagi anggota TNI. Jika bapak berkenan saya bisa kirim dokumen riset dan FS tentang rumah susun Pancasila. Rumah susun yang mencerminkan kerukunan, keberagaman, ekonomi mandiri, pendidikan dan juga pertahanan keamanan dengan pendekatan sosial kemasyarakatan. Rumah susun yang idealnya dibangun di wilayah wilayah perbatasan, dengan komposisi penghuni yang terdiri dari TNI, Polri, Tokoh Agama, Guru. Incoming Property with integrated farming yang dipadukan dengan unsur pertahanan dan keamanan. [RE MinmonPS7]",Sumber Daya Alam,rt yth pak  ramai berita menyoroti tentang kekurangan rumah bagi anggota tni jika bapak berkenan saya bisa kirim dokumen riset dan fs tentang rumah susun pancasila rumah susun yang mencerminkan kerukunan keberagaman ekonomi mandiri pendidikan dan juga pertahanan keamanan dengan pendekatan sosial kemasyarakatan rumah susun yang idealnya dibangun di wilayah wilayah perbatasan dengan komposisi penghuni yang terdiri dari tni polri tokoh agama guru incoming property with integrated farming yang dipadukan dengan unsur pertahanan dan keamanan ,rt yth ramai berita menyoroti kekurangan rumah anggota tni berkenan kirim dokumen riset fs rumah susun pancasila rumah susun mencerminkan kerukunan keberagaman ekonomi mandiri pendidikan pertahanan keamanan pendekatan sosial kemasyarakatan rumah susun idealnya dibangun wilayah wilayah perbatasan komposisi penghuni tni polri tokoh agama guru incoming property with integrated farming dipadukan unsur pertahanan keamanan,420
